Pokémon,HP,Attack,Defense,SpecialAttack,SpecialDefense,Speed,Total
Kabuto,0,0,1,0,0,0,1
Kabutops,0,2,0,0,0,0,2
Aerodactyl,0,0,0,0,0,2,2
Mega Aerodactyl,0,0,0,0,0,2,2
Snorlax,2,0,0,0,0,0,2
Articuno,0,0,0,0,3,0,3
Galarian Articuno,0,0,0,3,0,0,3
Zapdos,0,0,0,3,0,0,3
Galarian Zapdos,0,3,0,0,0,0,3
Moltres,0,0,0,3,0,0,3
Galarian Moltres,0,0,0,0,3,0,3
Dratini,0,1,0,0,0,0,1
Dragonair,0,2,0,0,0,0,2
Dragonite,0,3,0,0,0,0,3
Mewtwo,0,0,0,3,0,0,3
Mega Mewtwo Y,0,0,0,3,0,0,3
Mega Mewtwo X,0,0,0,3,0,0,3
Mew,3,0,0,0,0,0,3
Chikorita,0,0,0,0,1,0,1
Bayleef,0,0,1,0,1,0,2
Meganium,0,0,1,0,2,0,3
Cyndaquil,0,0,0,0,0,1,1
Quilava,0,0,0,1,0,1,2
Typhlosion,0,0,0,3,0,0,3
Totodile,0,1,0,0,0,0,1
Croconaw,0,1,1,0,0,0,2
Feraligatr,0,2,1,0,0,0,3
Sentret,0,1,0,0,0,0,1
Furret,0,0,0,0,0,2,2
Hoothoot,1,0,0,0,0,0,1
Noctowl,2,0,0,0,0,0,2
Ledyba,0,0,0,0,1,0,1
Ledian,0,0,0,0,2,0,2
Spinarak,0,1,0,0,0,0,1
Ariados,0,2,0,0,0,0,2
Crobat,0,0,0,0,0,3,3
Chinchou,1,0,0,0,0,0,1
Lanturn,2,0,0,0,0,0,2
Pichu,0,0,0,0,0,1,1
Cleffa,0,0,0,0,1,0,1
Igglybuff,1,0,0,0,0,0,1
Togepi,0,0,0,0,1,0,1
Togetic,0,0,0,0,2,0,2
Natu,0,0,0,1,0,0,1
Xatu,0,0,0,1,0,1,2
Mareep,0,0,0,1,0,0,1
Flaaffy,0,0,0,2,0,0,2
Ampharos,0,0,0,3,0,0,3
Mega Ampharos,0,0,0,3,0,0,3
Bellossom,0,0,0,0,3,0,3
Marill,2,0,0,0,0,0,2
Azumarill,3,0,0,0,0,0,3
Sudowoodo,0,0,2,0,0,0,2
Politoed,0,0,0,0,3,0,3
Hoppip,0,0,0,0,1,0,1
Skiploom,0,0,0,0,0,2,2
Jumpluff,0,0,0,0,0,3,3
Aipom,0,0,0,0,0,1,1
Sunkern,0,0,0,1,0,0,1
Sunflora,0,0,0,2,0,0,2
Yanma,0,0,0,0,0,1,1
Wooper,1,0,0,0,0,0,1
Quagsire,2,0,0,0,0,0,2
Espeon,0,0,0,2,0,0,2
Umbreon,0,0,0,0,2,0,2
Murkrow,0,0,0,0,0,1,1
Slowking,0,0,0,0,3,0,3
Galarian Slowking,0,0,0,0,3,0,3
Misdreavus,0,0,0,0,1,0,1
Unown,0,1,0,1,0,0,2
Wobbuffet,2,0,0,0,0,0,2
Girafarig,0,0,0,2,0,0,2
Pineco,0,0,1,0,0,0,1
Forretress,0,0,2,0,0,0,2
Dunsparce,1,0,0,0,0,0,1
Gligar,0,0,1,0,0,0,1
Steelix,0,0,2,0,0,0,2
Mega Steelix,0,0,2,0,0,0,2
Snubbull,0,1,0,0,0,0,1
Granbull,0,2,0,0,0,0,2
Qwilfish,0,1,0,0,0,0,1
Scizor,0,2,0,0,0,0,2
Mega Scizor,0,2,0,0,0,0,2
Shuckle,0,0,1,0,1,0,2
Heracross,0,2,0,0,0,0,2
Mega Heracross,0,2,0,0,0,0,2
Sneasel,0,0,0,0,0,1,1
Teddiursa,0,1,0,0,0,0,1
Ursaring,0,2,0,0,0,0,2
Slugma,0,0,0,1,0,0,1
Magcargo,0,0,2,0,0,0,2
Swinub,0,1,0,0,0,0,1
Piloswine,1,1,0,0,0,0,2
Corsola,0,0,1,0,1,0,2
Galarian Corsola,0,0,1,0,1,0,2
Remoraid,0,0,0,1,0,0,1
Octillery,0,1,0,1,0,0,2
Delibird,0,0,0,0,0,1,1
Mantine,0,0,0,0,2,0,2
Skarmory,0,0,2,0,0,0,2
Houndour,0,0,0,1,0,0,1
Houndoom,0,0,0,2,0,0,2
Mega Houndoom,0,0,0,2,0,0,2
Kingdra,0,1,0,1,1,0,3
Phanpy,1,0,0,0,0,0,1
Donphan,0,1,1,0,0,0,2
Porygon2,0,0,0,2,0,0,2
Stantler,0,1,0,0,0,0,1
Smeargle,0,0,0,0,0,1,1
Tyrogue,0,1,0,0,0,0,1
Hitmontop,0,0,0,0,2,0,2
Smoochum,0,0,0,1,0,0,1
Elekid,0,0,0,0,0,1,1
Magby,0,0,0,0,0,1,1
Miltank,0,0,2,0,0,0,2
Blissey,3,0,0,0,0,0,3
Raikou,0,0,0,1,0,2,3
Entei,1,2,0,0,0,0,3
Suicune,0,0,1,0,2,0,3
Larvitar,0,1,0,0,0,0,1
Pupitar,0,2,0,0,0,0,2
Tyranitar,0,3,0,0,0,0,3
Mega Tyranitar,0,3,0,0,0,0,3
Lugia,0,0,0,0,3,0,3
Ho-Oh,0,0,0,0,3,0,3
Celebi,3,0,0,0,0,0,3
Treecko,0,0,0,0,0,1,1
Grovyle,0,0,0,0,0,2,2
Sceptile,0,0,0,0,0,3,3
Mega Sceptile,0,0,0,0,0,3,3
Torchic,0,0,0,1,0,0,1
Combusken,0,1,0,1,0,0,2
Blaziken,0,3,0,0,0,0,3
Mega Blaziken,0,3,0,0,0,0,3
Mudkip,0,1,0,0,0,0,1
Marshtomp,0,2,0,0,0,0,2
Swampert,0,3,0,0,0,0,3
Mega Swampert,0,3,0,0,0,0,3
Poochyena,0,1,0,0,0,0,1
Mightyena,0,2,0,0,0,0,2
Zigzagoon,0,0,0,0,0,1,1
Galarian Zigzagoon,0,0,0,0,0,1,1
Linoone,0,0,0,0,0,2,2
Galarian Linoone,0,0,0,0,0,2,2
Wurmple,1,0,0,0,0,0,1
Silcoon,0,0,2,0,0,0,2
Beautifly,0,0,0,3,0,0,3
Cascoon,0,0,2,0,0,0,2
Dustox,0,0,0,0,3,0,3
Lotad,0,0,0,0,1,0,1
Lombre,0,0,0,0,2,0,2
Ludicolo,0,0,0,0,3,0,3
Seedot,0,0,1,0,0,0,1
Nuzleaf,0,2,0,0,0,0,2
Shiftry,0,3,0,0,0,0,3
Taillow,0,0,0,0,0,1,1
Swellow,0,0,0,0,0,2,2
Wingull,0,0,0,0,0,1,1
Pelipper,0,0,2,0,0,0,2
Ralts,0,0,0,1,0,0,1
Kirlia,0,0,0,2,0,0,2
Gardevoir,0,0,0,3,0,0,3
Mega Gardevoir,0,0,0,3,0,0,3
Surskit,0,0,0,0,0,1,1
Masquerain,0,0,0,1,1,0,2
Shroomish,1,0,0,0,0,0,1
Breloom,0,2,0,0,0,0,2
Slakoth,1,0,0,0,0,0,1
Vigoroth,0,0,0,0,0,2,2
Slaking,3,0,0,0,0,0,3
Nincada,0,0,1,0,0,0,1
Ninjask,0,0,0,0,0,2,2
Shedinja,2,0,0,0,0,0,2
Whismur,1,0,0,0,0,0,1
Loudred,2,0,0,0,0,0,2
Exploud,3,0,0,0,0,0,3
Makuhita,1,0,0,0,0,0,1
Hariyama,2,0,0,0,0,0,2
Azurill,1,0,0,0,0,0,1
Nosepass,0,0,1,0,0,0,1
Skitty,0,0,0,0,0,1,1
Delcatty,1,0,0,0,0,1,2
Sableye,0,1,1,0,0,0,2
Mega Sableye,0,1,1,0,0,0,2
Mawile,0,1,1,0,0,0,2
Mega Mawile,0,1,1,0,0,0,2
Aron,0,0,1,0,0,0,1
Lairon,0,0,2,0,0,0,2
Aggron,0,0,3,0,0,0,3
Mega Aggron,0,0,3,0,0,0,3
Meditite,0,0,0,0,0,1,1
Medicham,0,0,0,0,0,2,2
Mega Medicham,0,0,0,0,0,2,2
Electrike,0,0,0,0,0,1,1
Manectric,0,0,0,0,0,2,2
Mega Manectric,0,0,0,0,0,2,2
Plusle,0,0,0,0,0,1,1
Minun,0,0,0,0,0,1,1
Volbeat,0,0,0,0,0,1,1
Illumise,0,0,0,0,0,1,1
Roselia,0,0,0,2,0,0,2
Gulpin,1,0,0,0,0,0,1
Swalot,2,0,0,0,0,0,2
Carvanha,0,1,0,0,0,0,1
Sharpedo,0,2,0,0,0,0,2
Mega Sharpedo,0,2,0,0,0,0,2
Wailmer,1,0,0,0,0,0,1
Wailord,2,0,0,0,0,0,2
Numel,0,0,0,1,0,0,1
Camerupt,0,1,0,1,0,0,2
Mega Camerupt,0,1,0,1,0,0,2
Torkoal,0,0,2,0,0,0,2
Spoink,0,0,0,0,1,0,1
Grumpig,0,0,0,0,2,0,2
Spinda,0,0,0,1,0,0,1
Trapinch,0,1,0,0,0,0,1
Vibrava,0,1,0,0,0,1,2
Flygon,0,1,0,0,0,2,3
Cacnea,0,0,0,1,0,0,1
Cacturne,0,1,0,1,0,0,2
Swablu,0,0,0,0,1,0,1
Altaria,0,0,0,0,2,0,2
Mega Altaria,0,0,0,0,2,0,2
Zangoose,0,2,0,0,0,0,2
Seviper,0,1,0,1,0,0,2
Lunatone,0,0,0,2,0,0,2
Solrock,0,2,0,0,0,0,2
Barboach,1,0,0,0,0,0,1
Whiscash,2,0,0,0,0,0,2
Corphish,0,1,0,0,0,0,1
Crawdaunt,0,2,0,0,0,0,2
Baltoy,0,0,0,0,1,0,1
Claydol,0,0,0,0,2,0,2
Lileep,0,0,0,0,1,0,1
Cradily,0,0,0,0,2,0,2
Anorith,0,1,0,0,0,0,1
Armaldo,0,2,0,0,0,0,2
Feebas,0,0,0,0,0,1,1
Milotic,0,0,0,0,2,0,2
Castform,1,0,0,0,0,0,1
Kecleon,0,0,0,0,1,0,1
Shuppet,0,1,0,0,0,0,1
Banette,0,2,0,0,0,0,2
Mega Banette,0,2,0,0,0,0,2
Duskull,0,0,0,0,1,0,1
Dusclops,0,0,1,0,1,0,2
Tropius,2,0,0,0,0,0,2
Chimecho,0,0,0,1,1,0,2
Absol,0,2,0,0,0,0,2
Mega Absol,0,2,0,0,0,0,2
Wynaut,1,0,0,0,0,0,1
Snorunt,1,0,0,0,0,0,1
Glalie,2,0,0,0,0,0,2
Mega Glalie,2,0,0,0,0,0,2
Spheal,1,0,0,0,0,0,1
Sealeo,2,0,0,0,0,0,2
Walrein,3,0,0,0,0,0,3
Clamperl,0,0,1,0,0,0,1
Huntail,0,1,1,0,0,0,2
Gorebyss,0,0,0,2,0,0,2
Relicanth,1,0,1,0,0,0,2
Luvdisc,0,0,0,0,0,1,1
Bagon,0,1,0,0,0,0,1
Shelgon,0,0,2,0,0,0,2
Salamence,0,3,0,0,0,0,3
Mega Salamence,0,3,0,0,0,0,3
Beldum,0,0,1,0,0,0,1
Metang,0,0,2,0,0,0,2
Metagross,0,0,3,0,0,0,3
Mega Metagross,0,0,3,0,0,0,3
Regirock,0,0,3,0,0,0,3
Regice,0,0,0,0,3,0,3
Registeel,0,0,2,0,1,0,3
Latias,0,0,0,0,3,0,3
Mega Latias,0,0,0,0,3,0,3
Latios,0,0,0,3,0,0,3
Mega Latios,0,0,0,3,0,0,3
Kyogre,0,0,0,3,0,0,3
Groudon,0,3,0,0,0,0,3
Rayquaza,0,2,0,1,0,0,3
Mega Rayquaza,0,2,0,1,0,0,3
Jirachi,3,0,0,0,0,0,3
Deoxys,0,1,0,1,0,1,3
Deoxys-Attack,0,2,0,1,0,0,3
Deoxys-Defense,0,0,2,0,1,0,3
Deoxys-Speed,0,0,0,0,0,3,3
Turtwig,0,1,0,0,0,0,1
Grotle,0,1,1,0,0,0,2
Torterra,0,2,1,0,0,0,3
Chimchar,0,0,0,0,0,1,1
Monferno,0,0,0,1,0,1,2
Infernape,0,1,0,1,0,1,3
Piplup,0,0,0,1,0,0,1
Prinplup,0,0,0,2,0,0,2
Empoleon,0,0,0,3,0,0,3
Starly,0,0,0,0,0,1,1
Staravia,0,0,0,0,0,2,2
Staraptor,0,3,0,0,0,0,3
Bidoof,1,0,0,0,0,0,1
Bibarel,0,2,0,0,0,0,2
Kricketot,0,0,1,0,0,0,1
Kricketune,0,2,0,0,0,0,2
Shinx,0,1,0,0,0,0,1
Luxio,0,2,0,0,0,0,2
Luxray,0,3,0,0,0,0,3
Budew,0,0,0,1,0,0,1
Roserade,0,0,0,3,0,0,3
Cranidos,0,1,0,0,0,0,1
Rampardos,0,2,0,0,0,0,2
Shieldon,0,0,1,0,0,0,1
Bastiodon,0,0,2,0,0,0,2
Burmy,0,0,0,0,1,0,1
Wormadam-Plant,0,0,0,0,2,0,2
Wormadam-Sandy,0,0,2,0,0,0,2
Wormadam-Trash,0,0,1,0,1,0,2
Mothim,0,1,0,1,0,0,2
Combee,0,0,0,0,0,1,1
Vespiquen,0,0,1,0,1,0,2
Pachirisu,0,0,0,0,0,1,1
Buizel,0,0,0,0,0,1,1
Floatzel,0,0,0,0,0,2,2
Cherubi,0,0,0,1,0,0,1
Cherrim,0,0,0,2,0,0,2
Shellos,1,0,0,0,0,0,1
Gastrodon,2,0,0,0,0,0,2
Ambipom,0,0,0,0,0,2,2
Drifloon,1,0,0,0,0,0,1
Drifblim,2,0,0,0,0,0,2
Buneary,0,0,0,0,0,1,1
Lopunny,0,0,0,0,0,2,2
Mega Lopunny,0,0,0,0,0,2,2
Mismagius,0,0,0,1,1,0,2
Honchkrow,0,2,0,0,0,0,2
Glameow,0,0,0,0,0,1,1
Purugly,0,0,0,0,0,2,2
Chingling,0,0,0,1,0,0,1
Stunky,0,0,0,0,0,1,1
Skuntank,2,0,0,0,0,0,2
Bronzor,0,0,1,0,0,0,1
Bronzong,0,0,1,0,1,0,2
Bonsly,0,0,1,0,0,0,1
Mime Jr.,0,0,0,0,1,0,1
Happiny,1,0,0,0,0,0,1
Chatot,0,1,0,0,0,0,1
Spiritomb,0,0,1,0,1,0,2
Gible,0,1,0,0,0,0,1
Gabite,0,2,0,0,0,0,2
Garchomp,0,3,0,0,0,0,3
Mega Garchomp,0,3,0,0,0,0,3
Munchlax,1,0,0,0,0,0,1
Riolu,0,1,0,0,0,0,1
Lucario,0,1,0,1,0,0,2
Mega Lucario,0,1,0,1,0,0,2
Hippopotas,0,0,1,0,0,0,1
Hippowdon,0,0,2,0,0,0,2
Skorupi,0,0,1,0,0,0,1
Drapion,0,0,2,0,0,0,2
Croagunk,0,1,0,0,0,0,1
Toxicroak,0,2,0,0,0,0,2
Carnivine,0,2,0,0,0,0,2
Finneon,0,0,0,0,0,1,1
Lumineon,0,0,0,0,0,2,2
Mantyke,0,0,0,0,1,0,1
Snover,0,1,0,0,0,0,1
Abomasnow,0,1,0,1,0,0,2
Mega Abomasnow,0,1,0,1,0,0,2
Weavile,0,1,0,0,0,1,2
Magnezone,0,0,0,3,0,0,3
Lickilicky,3,0,0,0,0,0,3
Rhyperior,0,3,0,0,0,0,3
Tangrowth,0,0,2,0,0,0,2
Electivire,0,3,0,0,0,0,3
Magmortar,0,0,0,3,0,0,3
Togekiss,0,0,0,2,1,0,3
Yanmega,0,2,0,0,0,0,2
Leafeon,0,0,2,0,0,0,2
Glaceon,0,0,0,2,0,0,2
Gliscor,0,0,2,0,0,0,2
Mamoswine,0,3,0,0,0,0,3
Porygon-Z,0,0,0,3,0,0,3
Gallade,0,3,0,0,0,0,3
Mega Gallade,0,3,0,0,0,0,3
Probopass,0,0,1,0,2,0,3
Dusknoir,0,0,1,0,2,0,3
Froslass,0,0,0,0,0,2,2
Rotom,0,0,0,1,0,1,2
Uxie,0,0,2,0,1,0,3
Mesprit,0,1,0,1,1,0,3
Azelf,0,2,0,1,0,0,3
Dialga,0,0,0,3,0,0,3
Palkia,0,0,0,3,0,0,3
Heatran,0,0,0,3,0,0,3
Regigigas,0,3,0,0,0,0,3
Giratina,3,0,0,0,0,0,3
Cresselia,0,0,0,0,3,0,3
Phione,1,0,0,0,0,0,1
Manaphy,3,0,0,0,0,0,3
Darkrai,0,0,0,2,0,1,3
Shaymin-Land,3,0,0,0,0,0,3
Shaymin-Sky,0,0,0,0,0,3,3
Arceus,3,0,0,0,0,0,3
Victini,3,0,0,0,0,0,3
Snivy,0,0,0,0,0,1,1
Servine,0,0,0,0,0,2,2
Serperior,0,0,0,0,0,3,3
Tepig,1,0,0,0,0,0,1
Pignite,0,2,0,0,0,0,2
Emboar,0,3,0,0,0,0,3
Oshawott,0,0,0,1,0,0,1
Dewott,0,0,0,2,0,0,2
Samurott,0,0,0,3,0,0,3
Patrat,0,1,0,0,0,0,1
Watchog,0,1,0,0,0,0,1
Lillipup,0,1,0,0,0,0,1
Herdier,0,2,0,0,0,0,2
Stoutland,0,3,0,0,0,0,3
Purrloin,0,0,0,0,0,1,1
Liepard,0,0,0,0,0,2,2
Pansage,0,0,0,0,0,1,1
Simisage,0,0,0,0,0,2,2
Pansear,0,0,0,0,0,1,1
Simisear,0,0,0,0,0,2,2
Panpour,0,0,0,0,0,1,1
Simipour,0,0,0,0,0,2,2
Munna,1,0,0,0,0,0,1
Musharna,2,0,0,0,0,0,2
Pidove,0,1,0,0,0,0,1
Tranquill,0,2,0,0,0,0,2
Unfezant,0,3,0,0,0,0,3
Blitzle,0,0,0,0,0,1,1
Zebstrika,0,0,0,0,0,2,2
Roggenrola,0,0,1,0,0,0,1
Boldore,0,1,1,0,0,0,2
Gigalith,0,3,0,0,0,0,3
Woobat,0,0,0,0,0,1,1
Swoobat,0,0,0,0,0,2,2
Drilbur,0,1,0,0,0,0,1
Excadrill,0,2,0,0,0,0,2
Audino,2,0,0,0,0,0,2
Mega Audino,2,0,0,0,0,0,2
Timburr,0,1,0,0,0,0,1
Gurdurr,0,2,0,0,0,0,2
Conkeldurr,0,3,0,0,0,0,3
Tympole,0,0,0,0,0,1,1
Palpitoad,2,0,0,0,0,0,2
Seismitoad,3,0,0,0,0,0,3
Throh,2,0,0,0,0,0,2
Sawk,0,2,0,0,0,0,2
Sewaddle,0,0,1,0,0,0,1
Swadloon,0,0,2,0,0,0,2
Leavanny,0,3,0,0,0,0,3
Venipede,0,0,1,0,0,0,1
Whirlipede,0,0,2,0,0,0,2
Scolipede,0,0,0,0,0,3,3
Cottonee,0,0,0,0,0,1,1
Whimsicott,0,0,0,0,0,2,2
Petilil,0,0,0,1,0,0,1
Lilligant,0,0,0,2,0,0,2
Basculin,0,0,0,0,0,2,2
Sandile,0,1,0,0,0,0,1
Krokorok,0,2,0,0,0,0,2
Krookodile,0,3,0,0,0,0,3
Darumaka,0,1,0,0,0,0,1
Galarian Darumaka,0,1,0,0,0,0,1
Darmanitan,0,2,0,0,0,0,2
Galarian Darmanitan,0,2,0,0,0,0,2
Maractus,0,0,0,2,0,0,2
Dwebble,0,0,1,0,0,0,1
Crustle,0,0,2,0,0,0,2
Scraggy,0,1,0,0,0,0,1
Scrafty,0,0,1,0,1,0,2
Sigilyph,0,0,0,2,0,0,2
Yamask,0,0,1,0,0,0,1
Galarian Yamask,0,0,1,0,0,0,1
Cofagrigus,0,0,2,0,0,0,2
Tirtouga,0,0,1,0,0,0,1
Carracosta,0,0,2,0,0,0,2
Archen,0,1,0,0,0,0,1
Archeops,0,2,0,0,0,0,2
Trubbish,0,0,0,0,0,1,1
Garbodor,0,2,0,0,0,0,2
Zorua,0,0,0,1,0,0,1
Zoroark,0,0,0,2,0,0,2
Minccino,0,0,0,0,0,1,1
Cinccino,0,0,0,0,0,2,2
Gothita,0,0,0,0,1,0,1
Gothorita,0,0,0,0,2,0,2
Gothitelle,0,0,0,0,3,0,3
Solosis,0,0,0,1,0,0,1
Duosion,0,0,0,2,0,0,2
Reuniclus,0,0,0,3,0,0,3
Ducklett,1,0,0,0,0,0,1
Swanna,0,0,0,0,0,2,2
Vanillite,0,0,0,1,0,0,1
Vanillish,0,0,0,2,0,0,2
Vanilluxe,0,0,0,3,0,0,3
Deerling,0,0,0,0,0,1,1
Sawsbuck,0,2,0,0,0,0,2
Emolga,0,0,0,0,0,2,2
Karrablast,0,1,0,0,0,0,1
Escavalier,0,2,0,0,0,0,2
Foongus,1,0,0,0,0,0,1
Amoonguss,2,0,0,0,0,0,2
Frillish,0,0,0,0,1,0,1
Jellicent,0,0,0,0,2,0,2
Alomomola,2,0,0,0,0,0,2
Joltik,0,0,0,0,0,1,1
Galvantula,0,0,0,0,0,2,2
Ferroseed,0,0,1,0,0,0,1
Ferrothorn,0,0,2,0,0,0,2
Klink,0,0,1,0,0,0,1
Klang,0,0,2,0,0,0,2
Klinklang,0,0,3,0,0,0,3
Tynamo,0,0,0,0,0,1,1
Eelektrik,0,2,0,0,0,0,2
Eelektross,0,3,0,0,0,0,3
